step,Train/mean_reward,Train/mean_episode_length,Loss/value_function,Loss/surrogate,Loss/learning_rate,Policy/mean_noise_std,Episode_Reward/motion_body_pos,Episode_Reward/motion_body_ori,Episode_Reward/motion_body_lin_vel,Episode_Reward/motion_body_ang_vel,Episode_Reward/motion_global_root_pos,Episode_Reward/motion_global_root_ori,Episode_Reward/action_rate_l2,Episode_Reward/joint_limit,Episode_Reward/self_collisions,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/error_joint_pos,Episode_Termination/time_out,Episode_Termination/anchor_pos,Episode_Termination/anchor_ori,Perf/total_fps
2,-1.4939395189285278,11.729999542236328,0.7660740613937378,-0.012933758087456226,0.0005000000237487257,0.994854211807251,0.019105732440948486,0.0052711088210344315,0.006679928861558437,0.0003259324003010988,0.010023936629295349,0.006370769813656807,-0.13197678327560425,-0.006748267449438572,-0.06174449250102043,0.14179980754852295,0.44767552614212036,0.15092486143112183,0.6849744319915771,2.4732062816619873,0.0,3.4166667461395264,0.25,104630.0
5,-1.2741878032684326,11.869999885559082,0.46824052929878235,-0.00944896973669529,1.9509221601765603e-05,0.9894297122955322,0.018035434186458588,0.005274130962789059,0.005939581897109747,0.000281523447483778,0.009461972862482071,0.0061899530701339245,-0.11994844675064087,-0.006036009639501572,-0.04065278172492981,0.13586407899856567,0.4250938892364502,0.14751258492469788,0.6752380132675171,2.451017141342163,0.0,3.7916667461395264,0.1666666716337204,104976.0
7,-0.7910451889038086,9.359999656677246,0.3336181640625,-0.011377004906535149,4.38957467849832e-05,0.985127866268158,0.017054717987775803,0.00513613922521472,0.005246536340564489,0.00023876076738815755,0.00895448587834835,0.0059666819870471954,-0.10967127978801727,-0.005550677888095379,-0.02653554081916809,0.1299574226140976,0.405925452709198,0.14417408406734467,0.6680542230606079,2.462644577026367,0.0,3.25,0.2083333432674408,105049.0
15,-0.48737531900405884,8.109999656677246,0.10272875428199768,-0.012935047969222069,0.00022222222469281405,0.9513558745384216,0.014894148334860802,0.00491667864844203,0.003985533025115728,0.00017133232904598117,0.007839101366698742,0.005323197226971388,-0.08351539075374603,-0.003973616287112236,-0.007339389994740486,0.11511238664388657,0.38141700625419617,0.13578437268733978,0.6451853513717651,2.4038424491882324,0.0,2.625,0.1666666716337204,106840.0
16,-0.4935864210128784,8.1899995803833,0.1254790872335434,-0.01015729084610939,6.58436183584854e-05,0.9473317265510559,0.014659936539828777,0.004887212999165058,0.003854924812912941,0.00016107512055896223,0.007739013992249966,0.0052843159064650536,-0.08035784959793091,-0.003762108739465475,-0.006505591329187155,0.11329929530620575,0.37955743074417114,0.13475869596004486,0.6456781029701233,2.40002703666687,0.0,2.875,0.0833333358168602,105284.0
17,-0.4822399914264679,8.0600004196167,0.10402682423591614,-0.01058757770806551,9.876543481368572e-05,0.9434312582015991,0.014604346826672554,0.004880054388195276,0.003841245546936989,0.00016120067448355258,0.007703922223299742,0.005241761915385723,-0.07898671180009842,-0.003650631522759795,-0.005632634740322828,0.11255952715873718,0.3812505602836609,0.13442778587341309,0.6433475017547607,2.3847978115081787,0.0,1.9583333730697632,0.125,106392.0
21,-0.37644076347351074,7.75,0.07653053849935532,-0.007789054419845343,0.00022222222469281405,0.9231353402137756,0.013835924677550793,0.004814272280782461,0.00345851993188262,0.00014452592586167157,0.0072805145755410194,0.005056572146713734,-0.06837703287601471,-0.0029604900628328323,-0.0037854358088225126,0.10702818632125854,0.36610469222068787,0.12954914569854736,0.6274408102035522,2.357940912246704,0.0,1.7916667461395264,0.0833333358168602,108112.0
22,-0.3145184814929962,7.28000020980835,0.03962511569261551,-0.0148308789357543,0.00022222222469281405,0.9155312180519104,0.013793437741696835,0.004792576190084219,0.0034611548762768507,0.00014704919885843992,0.0072807446122169495,0.005019157659262419,-0.0671536773443222,-0.002931785536929965,-0.003014286980032921,0.10543190687894821,0.3689868450164795,0.12901948392391205,0.6283284425735474,2.3757543563842773,0.0,1.875,0.0416666679084301,107317.0
23,-0.33299002051353455,7.860000133514404,0.07448261976242065,-0.007623524405062199,4.38957467849832e-05,0.9116084575653076,0.013594819232821465,0.004800157621502876,0.003344923024997115,0.0001395154104102403,0.007172803394496441,0.005009636748582125,-0.06423528492450714,-0.0026905578561127186,-0.002908953931182623,0.10421030968427658,0.36291009187698364,0.128528892993927,0.6239035725593567,2.3632681369781494,0.0,1.25,0.0833333358168602,107563.0
28,-0.24891391396522522,7.46999979019165,0.035645563155412674,-0.008807091973721981,6.58436183584854e-05,0.886206328868866,0.013123031705617905,0.004776610992848873,0.0031292224302887917,0.0001340000017080456,0.006930667906999588,0.0048984866589307785,-0.056034933775663376,-0.002242910908535123,-0.00188651483040303,0.0992245078086853,0.35100603103637695,0.12461774051189423,0.6160589456558228,2.3412535190582275,0.0,0.4166666865348816,0.125,106612.0
30,-0.23690463602542877,7.400000095367432,0.03266478329896927,-0.0068648806773126125,0.00017085937724914402,0.8792374730110168,0.012948401272296906,0.004729957785457373,0.003035896457731724,0.00012621990754269063,0.006835227366536856,0.004868870135396719,-0.05347306281328201,-0.0020625051110982895,-0.0017273218836635351,0.09749342501163483,0.3437814712524414,0.12342163175344467,0.6144911646842957,2.334406852722168,0.0,0.4166666865348816,0.0416666679084301,107053.0
32,-0.21422375738620758,7.309999942779541,0.01570485159754753,-0.011067352257668972,7.593750342493877e-05,0.8708981871604919,0.012842059135437012,0.004753848537802696,0.0030001080594956875,0.00012680036888923496,0.006777901202440262,0.004860118962824345,-0.051180511713027954,-0.0019725621677935123,-0.0011896543437615037,0.09681066125631332,0.338960736989975,0.12280736863613129,0.6107335090637207,2.320136547088623,0.0,0.1666666716337204,0.0416666679084301,107495.0
37,-0.19283859431743622,7.329999923706055,0.04583501070737839,-0.004320002160966396,9.999999747378752e-06,0.8545050621032715,0.01262344978749752,0.004717886447906494,0.0029014216270297766,0.00012452936789486557,0.006663986947387457,0.004809982609003782,-0.04649442434310913,-0.0017354072770103812,-0.0014295073924586177,0.09480927884578705,0.33344706892967224,0.12117762863636017,0.6095907688140869,2.338557481765747,0.0,0.125,0.0,107903.0
39,-0.15936535596847534,7.099999904632568,0.05924898013472557,-0.0018358119996264577,9.999999747378752e-06,0.8489437699317932,0.012600298970937729,0.004734343849122524,0.0029016011394560337,0.00012427163892425597,0.006646575406193733,0.0048149763606488705,-0.0452142059803009,-0.0016861906042322516,-0.001939174486324191,0.09484480321407318,0.3317379951477051,0.120784692466259,0.6056857705116272,2.320925235748291,0.0,0.2916666865348816,0.0,106851.0
