step,Episode_Reward_action_rate_l2,Episode_Reward_joint_limit,Episode_Reward_motion_body_ang_vel,Episode_Reward_motion_body_lin_vel,Episode_Reward_motion_body_ori,Episode_Reward_motion_body_pos,Episode_Reward_motion_global_root_ori,Episode_Reward_motion_global_root_pos,Episode_Reward_self_collisions,Episode_Termination_anchor_ori,Episode_Termination_anchor_pos,Episode_Termination_time_out,Loss_learning_rate,Loss_surrogate,Loss_value_function,Metrics_motion_error_anchor_pos,Metrics_motion_error_anchor_rot,Metrics_motion_error_body_pos,Metrics_motion_error_body_rot,Metrics_motion_error_joint_pos,Perf_total_fps,Policy_mean_noise_std,Train_mean_episode_length,Train_mean_reward
21,-0.050876766443252563,-0.0014673405094072223,0.00011528328468557447,0.0033611159306019545,0.004825780168175697,0.012681937776505947,0.004875706508755684,0.006578299216926098,-0.00824140664190054,0.0,0.125,0.0,0.00011390625149942935,-0.012904872186481953,0.015750721096992493,0.08532971143722534,0.2956686019897461,0.10576176643371582,0.5418685674667358,2.181673288345337,155969.0,0.8799187541007996,6.670000076293945,-0.2509220242500305
22,-0.0495576374232769,-0.0014030018355697393,0.00011326851381454617,0.003329011145979166,0.004817665088921785,0.012602309696376324,0.0048645250499248505,0.006545373238623142,-0.00777644757181406,0.0,0.0,0.0,0.00017085937724914402,-0.017923610284924507,0.00939427874982357,0.08422287553548813,0.2923896312713623,0.10508513450622559,0.5406942367553711,2.176845073699951,156952.0,0.873428225517273,7.179999828338623,-0.3040546774864197
23,-0.04811509698629379,-0.0013714605011045933,0.00011279807949904352,0.003293640911579132,0.004806355573236942,0.012544001452624798,0.00485093193128705,0.006513629108667374,-0.008010316640138626,0.0,0.0833333358168602,0.0,0.0002562890585977584,-0.02027716673910618,0.008307607844471931,0.08437833189964294,0.29164189100265503,0.10511686652898788,0.5396256446838379,2.175894260406494,156697.0,0.8643673658370972,6.949999809265137,-0.24087511003017426
24,-0.04625345394015312,-0.0012970030074939132,0.00011274982534814626,0.0032594844233244658,0.004815761465579271,0.012483013793826103,0.004839870613068342,0.006482075899839401,-0.007551085203886032,0.0,0.0,0.0,0.00011390625149942935,-0.02024174854159355,0.007385369390249252,0.08418067544698715,0.29072365164756775,0.10495748370885849,0.5384339094161987,2.167144298553467,156350.0,0.8567785620689392,6.570000171661377,-0.2354518324136734
26,-0.04338664561510086,-0.001171634066849947,0.00010939162893919274,0.003205113811418414,0.004788734018802643,0.01237131655216217,0.00481791328638792,0.006430342793464661,-0.007483295165002346,0.0,0.0416666679084301,0.0,0.00011390625149942935,-0.015146446414291859,0.007585648447275162,0.08332324028015137,0.2873494029045105,0.10460039228200912,0.5381386280059814,2.1640751361846924,157050.0,0.8439052104949951,6.880000114440918,-0.1964440494775772
28,-0.04095315560698509,-0.0010594793129712343,0.00010754936374723911,0.0031637472566217184,0.004765552468597889,0.012312747538089752,0.004834748804569244,0.006401802878826857,-0.007838312536478043,0.0,0.0416666679084301,0.0,0.00011390625149942935,-0.015758201479911804,0.007858500815927982,0.08340609073638916,0.2838379144668579,0.10473403334617615,0.5404835939407349,2.1681087017059326,156755.0,0.8309992551803589,6.769999980926514,-0.17735739052295685
29,-0.03996210917830467,-0.0010142165701836348,0.00010564453987171873,0.0031474889256060123,0.0047734761610627174,0.012277519330382347,0.004828291013836861,0.0063840774819254875,-0.0074167437851428986,0.0,0.0416666679084301,0.0,7.593750342493877e-05,-0.015722690150141716,0.006826512981206179,0.08293639123439789,0.28209319710731506,0.10438759624958038,0.5393679141998291,2.1616408824920654,156735.0,0.8264020085334778,7.139999866485596,-0.14475443959236145
30,-0.038993678987026215,-0.0010128559079021215,0.0001062597002601251,0.0031297053210437298,0.004792232997715473,0.012220076285302639,0.004818994551897049,0.006354566663503647,-0.007170509546995163,0.0,0.0,0.0,0.00011390625149942935,-0.014997722581028938,0.0066986591555178165,0.08272649347782135,0.28008872270584106,0.10399007797241211,0.5370394587516785,2.1533756256103516,157396.0,0.8211026191711426,6.820000171661377,-0.18007004261016846
32,-0.0370883010327816,-0.0009637937764637172,0.00010876373562496156,0.003115292638540268,0.0048228055238723755,0.012167088687419891,0.004821437876671553,0.006325453519821167,-0.007043890655040741,0.0,0.0,0.0,7.593750342493877e-05,-0.016560282558202744,0.006139546167105436,0.08226612955331802,0.27647146582603455,0.10342016071081161,0.535270094871521,2.1472842693328857,157114.0,0.8089697957038879,6.619999885559082,-0.17459215223789215
37,-0.033283527940511703,-0.0007992550963535905,0.00011843857646454126,0.0031189422588795424,0.004861360415816307,0.012131298892199993,0.004875291138887405,0.006310008466243744,-0.0069079287350177765,0.0,0.0,0.0,7.593750342493877e-05,-0.011060187593102455,0.007153993472456932,0.08174014091491699,0.2685461640357971,0.10317014157772064,0.5314493179321289,2.1341357231140137,157590.0,0.7819405198097229,6.610000133514404,-0.09032918512821198
39,-0.032570045441389084,-0.0007899790070950985,0.00012637636973522604,0.0031548074912279844,0.004924710374325514,0.01218144129961729,0.0049176025204360485,0.006333440542221069,-0.006680546328425407,0.0,0.0,0.0,0.00017085937724914402,-0.01016487181186676,0.005956270731985569,0.08215443789958954,0.2663583755493164,0.1033749207854271,0.5292980670928955,2.121082305908203,157172.0,0.7758485674858093,6.789999961853027,-0.06280931085348129
42,-0.03134258836507797,-0.0007311149383895099,0.0001328809594269842,0.0032031945884227753,0.004932919517159462,0.012230167165398598,0.004965959116816521,0.006358244456350803,-0.006505271419882774,0.0,0.0416666679084301,0.0,0.00011390625149942935,-0.013477852568030357,0.004456288646906614,0.08238176256418228,0.2618696093559265,0.10332441329956055,0.5309457182884216,2.1225335597991943,157159.0,0.7627935409545898,6.550000190734863,-0.04696259647607803
44,-0.030466988682746887,-0.0006835762178525329,0.00013912914437241852,0.003226163797080517,0.004985730163753033,0.012243873439729214,0.004989303182810545,0.006358472164720297,-0.006514771841466427,0.0,0.0416666679084301,0.0,7.593750342493877e-05,-0.01292969100177288,0.0051046693697571754,0.08298531174659729,0.2592388093471527,0.10318618267774582,0.5282917022705078,2.116912841796875,156691.0,0.7542622089385986,6.670000076293945,-0.046629033982753754
46,-0.02966362237930298,-0.000656337128020823,0.00014500590623356402,0.003273633774369955,0.0050008250400424,0.012279294431209564,0.005026955157518387,0.006376325152814388,-0.006619518622756004,0.0,0.0416666679084301,0.0,9.999999747378752e-06,-0.007972520776093006,0.0061829281039536,0.0825134813785553,0.25501829385757446,0.10285037755966187,0.5287047028541565,2.113443374633789,155723.0,0.7476944923400879,6.579999923706055,-0.08479279279708862
47,-0.02943417988717556,-0.0006417896365746856,0.00015020286082290113,0.0033008884638547897,0.005024438723921776,0.012309062294661999,0.005065330769866705,0.006394249387085438,-0.0064463429152965546,0.0,0.0833333358168602,0.0,0.00011390625149942935,-0.007746988907456398,0.005795822944492102,0.08254691958427429,0.252886563539505,0.10307161509990692,0.5285810828208923,2.1078596115112305,157009.0,0.745546817779541,6.489999771118164,-0.03728887066245079
49,-0.02903260849416256,-0.0006581362104043365,0.00015791517216712236,0.00337152904830873,0.005087746307253838,0.01240602508187294,0.005100458860397339,0.006436032708734274,-0.006626690737903118,0.0,0.0416666679084301,0.0,7.593750342493877e-05,-0.01208561658859253,0.004566310439258814,0.08280421048402786,0.25295451283454895,0.10272427648305893,0.526335597038269,2.0969486236572266,156812.0,0.7383126616477966,6.800000190734863,-0.03996202349662781
50,-0.028850875794887543,-0.0006488879444077611,0.0001646696764510125,0.003396575339138508,0.005104683805257082,0.012447885237634182,0.005139676388353109,0.006457703188061714,-0.006400398910045624,0.0,0.0416666679084301,0.0,7.593750342493877e-05,-0.012440869584679604,0.004618572071194649,0.08345340192317963,0.25027674436569214,0.10308264195919037,0.5253042578697205,2.092665672302246,156622.0,0.7353348135948181,6.46999979019165,-0.035881318151950836
51,-0.0286866407841444,-0.0006279946537688375,0.0001729621726553887,0.0034570384304970503,0.005151827819645405,0.012525321915745735,0.0051666852086782455,0.006498043425381184,-0.006398746743798256,0.0,0.0416666679084301,0.0,7.593750342493877e-05,-0.011971516534686089,0.004752380307763815,0.08375879377126694,0.2508973479270935,0.10323160886764526,0.5251705050468445,2.087820529937744,156155.0,0.7323588132858276,6.949999809265137,-0.04691579192876816
52,-0.02845936268568039,-0.0006218087510205805,0.0001778641453711316,0.0034985996317118406,0.005175522528588772,0.012558553367853165,0.005202914122492075,0.006513621658086777,-0.006417164113372564,0.0416666679084301,0.0,0.0,7.593750342493877e-05,-0.011439694091677666,0.0046788426116108894,0.08327195793390274,0.24842064082622528,0.1030205488204956,0.5244364738464355,2.0877647399902344,155469.0,0.7294758558273315,6.869999885559082,-0.014561871066689491
53,-0.02833135426044464,-0.0006216248730197549,0.00018805632134899497,0.0035382851492613554,0.00524235051125288,0.012616366147994995,0.005236318334937096,0.006538501009345055,-0.006125043146312237,0.0,0.0833333358168602,0.0,7.593750342493877e-05,-0.01167909987270832,0.004446476697921753,0.08374198526144028,0.24731075763702393,0.10304205864667892,0.5206310153007507,2.0758750438690186,156254.0,0.7266175746917725,6.800000190734863,-0.011333881877362728
54,-0.028184786438941956,-0.000608044327236712,0.00018964713672176003,0.0035672418307513,0.005230557173490524,0.01265774667263031,0.0052456981502473354,0.0065603554248809814,-0.0064451852813363075,0.0,0.0,0.0,3.3749998692655936e-05,-0.009202597662806511,0.005208032671362162,0.0838128849864006,0.24749617278575897,0.10313230752944946,0.5221767425537109,2.077101945877075,155615.0,0.7245462536811829,7.099999904632568,0.009799959138035774
55,-0.028040125966072083,-0.0006013524252921343,0.00019886117661371827,0.003602810902521014,0.005266982596367598,0.012683436274528503,0.005271132104098797,0.00657017482444644,-0.006382578052580357,0.0,0.0833333358168602,0.0,7.593750342493877e-05,-0.010125646367669106,0.004168977960944176,0.08382796496152878,0.24532178044319153,0.10271256417036057,0.5203814506530762,2.0749871730804443,156076.0,0.7221391201019287,6.980000019073486,0.013513557612895966
56,-0.028088171035051346,-0.0006061164895072579,0.00020753515127580613,0.003688005730509758,0.0053531937301158905,0.012810921296477318,0.005329646170139313,0.006628693547099829,-0.006163985934108496,0.0,0.0416666679084301,0.0,7.593750342493877e-05,-0.011731267906725407,0.00421800184994936,0.08455538004636765,0.24436452984809875,0.10295115411281586,0.5183650851249695,2.0677971839904785,156072.0,0.7194039225578308,7.03000020980835,-0.04068244621157646
60,-0.027834400534629822,-0.0005866163992322981,0.00024305435363203287,0.003922635689377785,0.005488067865371704,0.013098585419356823,0.005467139184474945,0.006774604320526123,-0.0063499147072434425,0.0,0.0833333358168602,0.0,5.062499985797331e-05,-0.009828168898820877,0.004911097697913647,0.08503592014312744,0.24264371395111084,0.10320290923118591,0.5152486562728882,2.0527806282043457,153782.0,0.7104037404060364,7.599999904632568,-0.007603931240737438
62,-0.02779340371489525,-0.0005960303242318332,0.0002587598282843828,0.004016435705125332,0.00555040268227458,0.01323543768376112,0.005520272068679333,0.006833843886852264,-0.006457376293838024,0.0,0.0416666679084301,0.0,0.00017085937724914402,-0.012053538113832474,0.004300388973206282,0.08598198741674423,0.24186605215072632,0.1034746915102005,0.5137021541595459,2.047485828399658,154086.0,0.7046573758125305,6.940000057220459,0.010118006728589535
63,-0.027544943615794182,-0.0005615736590698361,0.00026719304150901735,0.004077980760484934,0.005609494633972645,0.013265062123537064,0.00556524470448494,0.006848613731563091,-0.006165124010294676,0.0,0.0,0.0,7.593750342493877e-05,-0.013166915625333786,0.004288965370506048,0.08533930778503418,0.23759952187538147,0.10280861705541611,0.51161789894104,2.0410685539245605,153737.0,0.7015820145606995,7.099999904632568,-0.005249760579317808
65,-0.027858182787895203,-0.0005512912757694721,0.0003028521314263344,0.004304701462388039,0.005751857068389654,0.013612869195640087,0.0057159713469445705,0.007018633186817169,-0.00628487765789032,0.0,0.0,0.0,7.593750342493877e-05,-0.01103043369948864,0.004646030254662037,0.0870899185538292,0.23903831839561462,0.10384568572044373,0.5114874839782715,2.036688804626465,153375.0,0.696486234664917,7.659999847412109,0.04364394024014473
66,-0.028008021414279938,-0.0005762680084444582,0.0003211528528481722,0.004436613991856575,0.0058395820669829845,0.013765736483037472,0.005763419903814793,0.0070863994769752026,-0.006396215409040451,0.0,0.0833333358168602,0.0,5.062499985797331e-05,-0.0106023158878088,0.0044394745491445065,0.08791046589612961,0.24053972959518433,0.10390961170196533,0.5094590187072754,2.0254130363464355,153725.0,0.6945570707321167,7.360000133514404,-0.004428111016750336
67,-0.028044646605849266,-0.0005709348479285836,0.0003350432380102575,0.0045176842249929905,0.005868080537766218,0.013871192932128906,0.005818333011120558,0.007138547953218222,-0.005998093634843826,0.0,0.0833333358168602,0.0,0.00011390625149942935,-0.011497719213366508,0.004006053786724806,0.0885409340262413,0.23805241286754608,0.10423656553030014,0.5095846056938171,2.032205104827881,152971.0,0.6918180584907532,7.349999904632568,0.012979363091289997
68,-0.028048645704984665,-0.0005565618048422039,0.0003500454477034509,0.004614696372300386,0.005904491059482098,0.013984203338623047,0.0058568501845002174,0.007192670367658138,-0.006218292750418186,0.0,0.0416666679084301,0.0,7.593750342493877e-05,-0.010669752955436707,0.004994972143322229,0.08893522620201111,0.23799167573451996,0.10432787984609604,0.5093600749969482,2.0271072387695312,153491.0,0.6892969608306885,7.449999809265137,-0.0031181175727397203
69,-0.028339065611362457,-0.00059965142281726,0.00037553836591541767,0.00476659182459116,0.0060153380036354065,0.014196284115314484,0.005967143923044205,0.007288465276360512,-0.005938220769166946,0.0,0.0416666679084301,0.0,3.3749998692655936e-05,-0.008529463782906532,0.006020815577358007,0.08995689451694489,0.23675653338432312,0.10460278391838074,0.5084503889083862,2.016468048095703,152797.0,0.6877498030662537,8.210000038146973,0.03232499957084656
72,-0.029005136340856552,-0.0005545223830267787,0.00043156259926036,0.0051208240911364555,0.006238071247935295,0.014690267853438854,0.006158271338790655,0.007515748962759972,-0.006451502442359924,0.0,0.3333333432674408,0.0,5.062499985797331e-05,-0.010128920897841454,0.0049074809066951275,0.0918702706694603,0.2369268536567688,0.10519397258758545,0.5050706267356873,2.0087902545928955,152811.0,0.6821960806846619,7.760000228881836,0.06381906569004059
74,-0.02963854931294918,-0.0005959403933957219,0.0004895252641290426,0.005487510934472084,0.006467881612479687,0.015137864276766777,0.006349497940391302,0.007725568022578955,-0.006408952176570892,0.0,0.2916666865348816,0.0,3.3749998692655936e-05,-0.009816495701670647,0.005273271817713976,0.09447719901800156,0.2362833470106125,0.1061113178730011,0.5002294778823853,1.9858951568603516,152160.0,0.6785297393798828,9.09000015258789,0.017291689291596413
76,-0.030627038329839706,-0.0006191754946485162,0.0005447966395877302,0.005862190388143063,0.006672763731330633,0.015634097158908844,0.006566367112100124,0.00795336626470089,-0.006170948967337608,0.0,0.5,0.0,5.062499985797331e-05,-0.008724765852093697,0.004417551215738058,0.09566669911146164,0.23196688294410706,0.10634490102529526,0.4989108443260193,1.985195517539978,152591.0,0.6762666702270508,9.390000343322754,0.07677995413541794
77,-0.0309164859354496,-0.0005948890466243029,0.0005724193761125207,0.0059913089498877525,0.006801978684961796,0.015813056379556656,0.006638367660343647,0.00802225898951292,-0.006174060981720686,0.0,0.5833333730697632,0.0,0.00011390625149942935,-0.011675888672471046,0.004646115470677614,0.09662874788045883,0.2311956137418747,0.10670634359121323,0.49628883600234985,1.973095178604126,152261.0,0.6737859845161438,8.229999542236328,0.07669263333082199
78,-0.03135937452316284,-0.0005682236514985561,0.0005970788188278675,0.006215305533260107,0.00688152015209198,0.016126111149787903,0.006758402101695538,0.008169145323336124,-0.006195676978677511,0.0,0.8333333730697632,0.0,0.00011390625149942935,-0.013967115432024002,0.003955258056521416,0.09788866341114044,0.2315928041934967,0.10708053410053253,0.4998038709163666,1.9805710315704346,152073.0,0.670759379863739,8.239999771118164,0.08452674746513367
80,-0.03210857883095741,-0.0006352767231874168,0.0006981987971812487,0.006674872245639563,0.0072580790147185326,0.016722209751605988,0.007032823748886585,0.008430504240095615,-0.006264298222959042,0.0,0.6666666865348816,0.0,7.593750342493877e-05,-0.011805493384599686,0.006038702558726072,0.0998537540435791,0.2268093079328537,0.1076880544424057,0.49278029799461365,1.961974859237671,151307.0,0.6647439002990723,9.449999809265137,0.08754881471395493
81,-0.03322000429034233,-0.0006401223945431411,0.0007712237420491874,0.00710369972512126,0.007482227869331837,0.017343755811452866,0.007281937636435032,0.008702419698238373,-0.006213850807398558,0.0,1.25,0.0,0.00017085937724914402,-0.01429532840847969,0.004311687313020229,0.10332771390676498,0.22869250178337097,0.10906544327735901,0.4932016134262085,1.9554413557052612,151824.0,0.6615190505981445,9.380000114440918,0.09425671398639679
82,-0.03332739323377609,-0.000630234251730144,0.0008070938056334853,0.007233605720102787,0.007585074752569199,0.01747399941086769,0.00738930469378829,0.008748459629714489,-0.005932655185461044,0.0,1.75,0.0,0.00017085937724914402,-0.014604217372834682,0.004921050276607275,0.10446235537528992,0.2244182527065277,0.10943293571472168,0.49070799350738525,1.9518641233444214,150888.0,0.6578376293182373,9.9399995803833,0.07644830644130707
83,-0.033316291868686676,-0.0006305805291049182,0.0008565436000935733,0.007404639385640621,0.00770151149481535,0.017677579075098038,0.007469286676496267,0.00884883664548397,-0.0060849664732813835,0.0,1.7916667461395264,0.0,7.593750342493877e-05,-0.012528937309980392,0.005748053081333637,0.1047205850481987,0.22401219606399536,0.10906575620174408,0.4901075065135956,1.953110694885254,150777.0,0.655591607093811,10.050000190734863,0.10705551505088806
84,-0.034375689923763275,-0.0006550629623234272,0.0009296910720877349,0.007837532088160515,0.007945260033011436,0.01826661452651024,0.007740003522485495,0.00910075381398201,-0.006209666840732098,0.0,1.7083333730697632,0.0,0.00011390625149942935,-0.013521231710910797,0.005279620178043842,0.10745136439800262,0.22250843048095703,0.11068307608366013,0.49045059084892273,1.9545657634735107,150606.0,0.6533701419830322,10.59000015258789,0.1467236876487732
85,-0.0351436510682106,-0.0006232862360775471,0.0010101331863552332,0.008192994631826878,0.008188456296920776,0.018720122054219246,0.007930375635623932,0.009296887554228306,-0.006223596632480621,0.0,2.0833334922790527,0.0,0.00017085937724914402,-0.014529349282383919,0.005196715239435434,0.10980110615491867,0.22198598086833954,0.11108472943305969,0.4893873631954193,1.9467804431915283,150958.0,0.6500493884086609,10.140000343322754,0.11387684941291809
87,-0.03633219003677368,-0.0006327346782200038,0.001148104784078896,0.008866551332175732,0.008552344515919685,0.01955086924135685,0.008313329890370369,0.009679177775979042,-0.0060646431520581245,0.0,2.125,0.0,0.00017085937724914402,-0.014517403207719326,0.005151374265551567,0.11281119287014008,0.22089821100234985,0.11236443370580673,0.48938143253326416,1.9553756713867188,150578.0,0.644286036491394,11.550000190734863,0.12210221588611603
89,-0.03780732303857803,-0.000654518255032599,0.001319465460255742,0.009599225595593452,0.008977264165878296,0.02050922065973282,0.008829915896058083,0.010080473497509956,-0.006214148364961147,0.0,2.9583334922790527,0.0,7.593750342493877e-05,-0.01277732290327549,0.0062892623245716095,0.11860334873199463,0.21686701476573944,0.1142842099070549,0.48836374282836914,1.9504731893539429,149507.0,0.640466570854187,12.390000343322754,0.13893312215805054
90,-0.03973544389009476,-0.0007259635021910071,0.0014803351368755102,0.010378863662481308,0.00945480726659298,0.021532103419303894,0.009265096858143806,0.010556936264038086,-0.006249328143894672,0.0,2.9583334922790527,0.0,7.593750342493877e-05,-0.012987878173589706,0.006253669038414955,0.12238717079162598,0.22073408961296082,0.11602082848548889,0.4872903823852539,1.9452846050262451,149473.0,0.6387805342674255,10.920000076293945,0.11727942526340485
92,-0.04157041758298874,-0.0007190833566710353,0.0016636282671242952,0.011188266798853874,0.00983954593539238,0.022578677162528038,0.00973497238010168,0.011012780480086803,-0.006058249156922102,0.0,2.4166667461395264,0.0,7.593750342493877e-05,-0.01313405204564333,0.007293513044714928,0.127162367105484,0.21939437091350555,0.11760330200195312,0.4880194664001465,1.9575889110565186,147168.0,0.6355695724487305,13.850000381469727,0.17591363191604614
94,-0.044534601271152496,-0.0007916146423667669,0.0019342791056260467,0.012425228953361511,0.0105790626257658,0.02420457825064659,0.010469402186572552,0.011748066172003746,-0.006281114183366299,0.0,3.1666667461395264,0.0,5.062499985797331e-05,-0.011242404580116272,0.007537702564150095,0.13533981144428253,0.22346673905849457,0.12123548984527588,0.48995456099510193,1.9446673393249512,149027.0,0.6327490210533142,13.489999771118164,0.17318016290664673
95,-0.046773798763751984,-0.0009031813824549317,0.0020908676087856293,0.013205695897340775,0.010898059234023094,0.02535296231508255,0.010888300836086273,0.012216242030262947,-0.006690445356070995,0.0,2.4583334922790527,0.0,3.3749998692655936e-05,-0.011365007609128952,0.007670543156564236,0.14260628819465637,0.22950756549835205,0.1239297017455101,0.49405404925346375,1.9550565481185913,149046.0,0.6316750645637512,15.079999923706055,0.24212409555912018
96,-0.04886874184012413,-0.0009289876907132566,0.0022496222518384457,0.014015279710292816,0.011274823918938637,0.026425689458847046,0.011352604255080223,0.012713371776044369,-0.006716507486999035,0.0,3.625,0.0,1.4999999621068127e-05,-0.008891887962818146,0.009366069920361042,0.14726249873638153,0.2334679812192917,0.12610572576522827,0.4969472885131836,1.955287218093872,149246.0,0.6310387849807739,16.610000610351562,0.2105521708726883
98,-0.051892634481191635,-0.0011101861018687487,0.002505696378648281,0.015139495953917503,0.011838560923933983,0.02802286110818386,0.012055966071784496,0.013364970684051514,-0.0062968372367322445,0.0,3.0833334922790527,0.0,5.062499985797331e-05,-0.009344452992081642,0.00948647502809763,0.15757021307945251,0.2386142462491989,0.1300511658191681,0.5015144348144531,1.9621785879135132,149294.0,0.6297308802604675,15.260000228881836,0.23705223202705383
99,-0.05411870405077934,-0.0011536702513694763,0.0026765894144773483,0.01601891778409481,0.012337565422058105,0.029220543801784515,0.0125234080478549,0.013923928141593933,-0.006304414011538029,0.0,3.0,0.0,7.593750342493877e-05,-0.012195250950753689,0.008699595928192139,0.15972952544689178,0.24154755473136902,0.13076665997505188,0.5016747713088989,1.9532064199447632,149271.0,0.628368616104126,16.530000686645508,0.21093791723251343
100,-0.05602577328681946,-0.0012362084817141294,0.002822925103828311,0.016694635152816772,0.012599593959748745,0.030175335705280304,0.012995345517992973,0.014288140460848808,-0.006623219698667526,0.0,3.2083334922790527,0.0,0.00011390625149942935,-0.013566730543971062,0.009414478205144405,0.16712412238121033,0.24300777912139893,0.13366548717021942,0.5061739683151245,1.96442449092865,149200.0,0.6263325810432434,18.989999771118164,0.2871987223625183
101,-0.05892675742506981,-0.0011940647382289171,0.0031040299218147993,0.017740357667207718,0.013211775571107864,0.03165457025170326,0.013625890016555786,0.014872580766677856,-0.006797595880925655,0.0,3.5,0.0,0.00011390625149942935,-0.01280974317342043,0.00969989039003849,0.1758173704147339,0.24760878086090088,0.13705211877822876,0.508590579032898,1.95704984664917,149523.0,0.624556303024292,19.760000228881836,0.29730117321014404
