step,Train/mean_reward,Train/mean_episode_length,Loss/value_function,Loss/surrogate,Loss/learning_rate,Policy/mean_noise_std,Episode_Reward/motion_body_pos,Episode_Reward/motion_body_ori,Episode_Reward/motion_body_lin_vel,Episode_Reward/motion_body_ang_vel,Episode_Reward/motion_global_root_pos,Episode_Reward/motion_global_root_ori,Episode_Reward/action_rate_l2,Episode_Reward/joint_limit,Episode_Reward/self_collisions,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/error_joint_pos,Episode_Termination/time_out,Episode_Termination/anchor_pos,Episode_Termination/anchor_ori,Perf/total_fps
2,-1.8328243494033813,15.130000114440918,0.7949475049972534,-0.014004715718328953,0.00014814814494457096,0.9943251013755798,0.024563144892454147,0.007923203520476818,0.009589625522494316,0.0005979624111205339,0.012076025828719139,0.00738738477230072,-0.17174315452575684,-0.008891841396689415,-0.08539196103811264,0.19464652240276337,0.5373903512954712,0.169565349817276,0.6513429880142212,1.8998616933822632,0.0,8.333333969116211,0.5833333730697632,104071.0
5,-1.5035865306854248,14.59000015258789,0.3888464570045471,-0.014341678470373154,9.876543481368572e-05,0.9879024028778076,0.023694079369306564,0.007808102294802666,0.009054385125637054,0.0005761372158303857,0.011643953621387482,0.00730613199993968,-0.16058439016342163,-0.008386201225221157,-0.054676152765750885,0.18940483033657074,0.5169494152069092,0.16617721319198608,0.6432560682296753,1.906992793083191,0.0,8.708333969116211,0.5416666865348816,103379.0
7,-1.5939326286315918,14.619999885559082,0.31753450632095337,-0.009660317562520504,9.999999747378752e-06,0.984370231628418,0.022141363471746445,0.007540121674537659,0.008107616566121578,0.0005084085278213024,0.011013524606823921,0.007056826259940863,-0.14581896364688873,-0.007689766585826874,-0.03577528893947601,0.17776340246200562,0.4978320598602295,0.16255369782447815,0.6369180679321289,1.9129114151000977,0.0,6.125,0.4166666865348816,104611.0
15,-0.5582455396652222,9.039999961853027,0.0641445517539978,-0.016954636201262474,0.00017085937724914402,0.9558477401733398,0.01668672263622284,0.006334499455988407,0.0047496771439909935,0.0002595928672235459,0.008539402857422829,0.00560390017926693,-0.095062255859375,-0.0047417450696229935,-0.005538797937333584,0.1374334990978241,0.4414665699005127,0.14371581375598907,0.603653073310852,1.8663928508758545,0.0,3.2083334922790527,0.2916666865348816,106378.0
16,-0.5392894744873047,9.050000190734863,0.06310468167066574,-0.014819369651377201,0.00017085937724914402,0.9508093595504761,0.016258185729384422,0.006227736361324787,0.004499074071645737,0.00024403174757026136,0.00834614597260952,0.00549936993047595,-0.0900268405675888,-0.004385714884847403,-0.004843697417527437,0.1333191841840744,0.43314236402511597,0.14168769121170044,0.6013935804367065,1.8603787422180176,0.0,2.125,0.125,108486.0
17,-0.5897331833839417,9.779999732971191,0.053935788571834564,-0.014766115695238113,0.00011390625149942935,0.9458491802215576,0.015994692221283913,0.006198385264724493,0.004405393730849028,0.00024028847110457718,0.008236214518547058,0.0054272813722491264,-0.08642689883708954,-0.004125176463276148,-0.004626031033694744,0.1297345757484436,0.4317026138305664,0.1400807648897171,0.5981320142745972,1.855086088180542,0.0,1.8333333730697632,0.1666666716337204,104031.0
21,-0.39407286047935486,8.40999984741211,0.03270931914448738,-0.012814696878194809,0.00011390625149942935,0.9275274276733398,0.014892678707838058,0.005963557865470648,0.0038294289261102676,0.00020045950077474117,0.007715163286775351,0.005141884554177523,-0.07417359203100204,-0.0033075909595936537,-0.0028575730975717306,0.12149380147457123,0.4180925488471985,0.13557159900665283,0.590282142162323,1.8463075160980225,0.0,0.8333333730697632,0.0416666679084301,107074.0
22,-0.40863844752311707,8.420000076293945,0.019366122782230377,-0.01650567539036274,0.00011390625149942935,0.9222599864006042,0.014754476957023144,0.00596671923995018,0.0037447866052389145,0.00020041594689246267,0.007643054239451885,0.005072805564850569,-0.07223306596279144,-0.0032279209699481726,-0.0024612643755972385,0.12090279906988144,0.42106717824935913,0.13508662581443787,0.5874916315078735,1.8432722091674805,0.0,0.875,0.0416666679084301,108798.0
23,-0.3723392188549042,8.279999732971191,0.015043976716697216,-0.018044963479042053,0.00011390625149942935,0.9164491891860962,0.014526844024658203,0.005920482333749533,0.00361983897164464,0.00019333919044584036,0.007535655051469803,0.00502564525231719,-0.06960812211036682,-0.0030541187152266502,-0.0023634794633835554,0.11966182291507721,0.41635555028915405,0.13451829552650452,0.5852071046829224,1.8391263484954834,0.0,0.4583333432674408,0.0,108713.0
28,-0.27827540040016174,7.849999904632568,0.008519249968230724,-0.020304517820477486,0.00011390625149942935,0.8810221552848816,0.013926195912063122,0.005831774324178696,0.0033712713047862053,0.0001914355525514111,0.007237719371914864,0.004902462940663099,-0.058817408978939056,-0.0023685561027377844,-0.0016767207998782396,0.11390459537506104,0.4034377932548523,0.1306682825088501,0.5760504603385925,1.8254990577697754,0.0,0.4583333432674408,0.0416666679084301,109546.0
30,-0.22807006537914276,7.699999809265137,0.007975385524332523,-0.020987529307603836,0.0002562890585977584,0.8665117025375366,0.01383528858423233,0.00584797328338027,0.00336645171046257,0.00019795665866695344,0.007183089852333069,0.0049059633165597916,-0.055423736572265625,-0.002178915310651064,-0.0017349341651424766,0.1124582514166832,0.39626702666282654,0.1289752870798111,0.5717864036560059,1.8181829452514648,0.0,0.2916666865348816,0.0,109293.0
32,-0.1840355396270752,7.519999980926514,0.0064332690089941025,-0.022599639371037483,0.0002562890585977584,0.848744809627533,0.013784624636173248,0.005907296668738127,0.003354686312377453,0.00021092079987283796,0.007150126621127129,0.0049280570819973946,-0.05207629129290581,-0.0018727969145402312,-0.0012626952957361937,0.11226944625377655,0.39149975776672363,0.1283879280090332,0.5663573145866394,1.8156423568725586,0.0,0.4166666865348816,0.0,109802.0
37,-0.12843671441078186,7.710000038146973,0.010807296261191368,-0.010253428481519222,7.593750342493877e-05,0.8192882537841797,0.0136434156447649,0.006000729277729988,0.0033746957778930664,0.00023942478583194315,0.007070509251207113,0.004947775974869728,-0.0453629307448864,-0.0015010874485597014,-0.001664179377257824,0.10999801754951477,0.38020116090774536,0.12573137879371643,0.5539758205413818,1.8021409511566162,0.0,0.125,0.0,106630.0
39,-0.09671244770288467,7.409999847412109,0.004518517758697271,-0.021474311128258705,0.0002562890585977584,0.8055084943771362,0.013657789677381516,0.006034652702510357,0.0034042983315885067,0.0002520013658795506,0.007076864596456289,0.004978702869266272,-0.043826278299093246,-0.00138474116101861,-0.0013174040941521525,0.11005447804927826,0.37876543402671814,0.1260598748922348,0.5552675724029541,1.80777108669281,0.0,0.1666666716337204,0.0833333358168602,108684.0
42,-0.06393442302942276,7.440000057220459,0.0037909436505287886,-0.020451348274946213,7.593750342493877e-05,0.789269745349884,0.013657761737704277,0.006147689651697874,0.0034639134537428617,0.00027871751808561385,0.0070591457188129425,0.005032555665820837,-0.04089735075831413,-0.0012118513695895672,-0.001332985470071435,0.10987988114356995,0.3694230020046234,0.12457755208015442,0.54559725522995,1.8027620315551758,0.0,0.1666666716337204,0.0,109189.0
49,-0.04460577666759491,7.800000190734863,0.0033653301652520895,-0.011990658938884735,0.00011390625149942935,0.7690593004226685,0.013944114558398724,0.00640116585418582,0.0036763157695531845,0.000338585814461112,0.007181686814874411,0.005262226797640324,-0.03793339431285858,-0.0010300945723429322,-0.0011585087049752474,0.11155340075492859,0.35532650351524353,0.12443821132183075,0.5371005535125732,1.8128745555877686,0.0,0.2083333432674408,0.0,109163.0
51,0.002265583723783493,7.760000228881836,0.009502995759248734,-0.005647294223308563,9.999999747378752e-06,0.7611035704612732,0.014071036130189896,0.006510097533464432,0.003748600836843252,0.000358673365553841,0.007240367587655783,0.005334149114787579,-0.03718959540128708,-0.0009805732406675816,-0.0015197244938462973,0.11229249089956284,0.3533504903316498,0.12474721670150757,0.5336120128631592,1.8112291097640991,0.0,0.3333333432674408,0.0,108852.0
52,-0.005705724935978651,7.769999980926514,0.0031080995686352253,-0.012542528100311756,0.00011390625149942935,0.7583573460578918,0.014071005396544933,0.0065035708248615265,0.003765712259337306,0.0003599438350647688,0.007236767560243607,0.005357995629310608,-0.03686726838350296,-0.0009375489316880703,-0.0010961872758343816,0.11264382302761078,0.35021376609802246,0.12484870851039886,0.5336942672729492,1.813509225845337,0.0,0.25,0.0,109859.0
56,0.015808332711458206,7.949999809265137,0.003669856349006295,-0.01070550736039877,0.00011390625149942935,0.7467316389083862,0.014402506873011589,0.0067737470380961895,0.004014521837234497,0.00042194078559987247,0.0073904357850551605,0.005552611313760281,-0.035990528762340546,-0.000886041612830013,-0.0012027000775560737,0.11391252279281616,0.3421019911766052,0.12465115636587143,0.5243825912475586,1.808394193649292,0.0,0.1666666716337204,0.0,106554.0
66,0.04369126260280609,8.449999809265137,0.0029199060518294573,-0.016998372972011566,0.00011390625149942935,0.7184630632400513,0.015372547321021557,0.007420350797474384,0.004695347975939512,0.0005813268944621086,0.007837560027837753,0.006072356831282377,-0.03503185510635376,-0.0008190569933503866,-0.001066733617335558,0.11813881993293762,0.3292042911052704,0.12524159252643585,0.5119861960411072,1.8029096126556396,0.0,0.25,0.0,105443.0
67,0.05555352941155434,8.739999771118164,0.002899901010096073,-0.017482833936810493,0.00011390625149942935,0.7142467498779297,0.0155321154743433,0.007493430282920599,0.0048225498758256435,0.0006085119093768299,0.007913639768958092,0.0061429766938090324,-0.034941695630550385,-0.0008394676260650158,-0.0011746855452656746,0.11862422525882721,0.3291846513748169,0.1253405511379242,0.5111555457115173,1.800813913345337,0.0,0.2083333432674408,0.0416666679084301,106996.0
69,0.05636381357908249,8.960000038146973,0.0026343991048634052,-0.017671581357717514,7.593750342493877e-05,0.7054694294929504,0.01585211604833603,0.007711485028266907,0.00505999568849802,0.0006696472410112619,0.008063457906246185,0.006292934529483318,-0.03474476933479309,-0.00079911551438272,-0.0009918755386024714,0.1199856698513031,0.32717663049697876,0.12579363584518433,0.5078848600387573,1.7919518947601318,0.0,0.2083333432674408,0.0,106287.0
72,0.10902954638004303,9.130000114440918,0.004670260939747095,-0.010627123527228832,5.062499985797331e-05,0.698336124420166,0.016357896849513054,0.008038854226469994,0.005444913171231747,0.0007640039548277855,0.00829385593533516,0.006535691674798727,-0.03472322225570679,-0.0007613899069838226,-0.0011065732687711716,0.12148390710353851,0.32458820939064026,0.12561890482902527,0.5023456811904907,1.7825082540512085,0.0,0.125,0.0,106456.0
78,0.11636985838413239,10.0600004196167,0.005414555314928293,-0.00937732495367527,3.3749998692655936e-05,0.6887930631637573,0.01818394474685192,0.008957999758422375,0.006727992556989193,0.0010235850932076573,0.009148502722382545,0.007248431444168091,-0.03796456754207611,-0.0009110138635151088,-0.0011454424820840359,0.12923698127269745,0.3251689672470093,0.1286943554878235,0.5017541646957397,1.7598737478256226,0.0,0.4583333432674408,0.0,101317.0
81,0.12194372713565826,10.819999694824219,0.006646224297583103,-0.0090413149446249,3.3749998692655936e-05,0.6841259598731995,0.019205112010240555,0.009496161714196205,0.007452717982232571,0.001169418217614293,0.009600059129297733,0.007655042223632336,-0.03981584310531616,-0.0009103975025936961,-0.0014006419805809855,0.1337340772151947,0.32573553919792175,0.12991389632225037,0.49891048669815063,1.740592360496521,0.0,0.625,0.0,104537.0
82,0.13354112207889557,10.710000038146973,0.0058824485167860985,-0.009722315706312656,3.3749998692655936e-05,0.6828985214233398,0.019652944058179855,0.00967150554060936,0.007772214710712433,0.0012352182529866695,0.009802989661693573,0.007782034110277891,-0.04065411165356636,-0.0009117983281612396,-0.0014173773815855384,0.1356082409620285,0.33023953437805176,0.13052669167518616,0.5001271963119507,1.7347253561019897,0.0,0.7916666865348816,0.0416666679084301,104844.0
84,0.14002086222171783,11.390000343322754,0.006739690899848938,-0.009395699948072433,5.062499985797331e-05,0.6799436807632446,0.020395977422595024,0.010024413466453552,0.008278366178274155,0.0013459993060678244,0.010095996782183647,0.008111754432320595,-0.04215317219495773,-0.0009671131847426295,-0.0014199307188391685,0.14081154763698578,0.32697004079818726,0.13219818472862244,0.5003039836883545,1.7269634008407593,0.0,1.4583333730697632,0.0,104098.0
85,0.15677295625209808,12.729999542236328,0.005019357427954674,-0.011064134538173676,7.593750342493877e-05,0.6782029867172241,0.02117745950818062,0.010427363216876984,0.00876117218285799,0.0014506549341604114,0.010435998439788818,0.008375932462513447,-0.043779559433460236,-0.0010135306511074305,-0.0014514781069010496,0.14404131472110748,0.33108770847320557,0.1332533359527588,0.501067042350769,1.717372179031372,0.0,1.4166667461395264,0.0,102851.0
89,0.17502866685390472,13.699999809265137,0.013008300215005875,-0.008244894444942474,0.00011390625149942935,0.6672213077545166,0.02338964305818081,0.011512592434883118,0.010359454900026321,0.001842401921749115,0.01139285322278738,0.009234526194632053,-0.047625117003917694,-0.001133984886109829,-0.0015667978441342711,0.1542425900697708,0.3306109607219696,0.1367761492729187,0.5005965828895569,1.6845892667770386,0.0,2.2083334922790527,0.0,104871.0
94,0.22341419756412506,15.600000381469727,0.0059571098536252975,-0.01426158007234335,0.00017085937724914402,0.6525426506996155,0.02685902826488018,0.01338543277233839,0.012782499194145203,0.0025382398162037134,0.012722758576273918,0.010753361508250237,-0.054097022861242294,-0.0012052693637087941,-0.0015661156503483653,0.17703896760940552,0.32116150856018066,0.14386656880378723,0.49812984466552734,1.6206567287445068,0.0,5.875,0.0,103255.0
95,0.2390175610780716,15.819999694824219,0.0060310205444693565,-0.014789038337767124,0.00011390625149942935,0.6493704915046692,0.027422815561294556,0.013616902753710747,0.013217045925557613,0.002657291479408741,0.012890833429992199,0.010987106710672379,-0.05492602288722992,-0.0012196360621601343,-0.001188414404168725,0.18014542758464813,0.3195136785507202,0.14462070167064667,0.5010431408882141,1.6130051612854004,0.0,6.7916669845581055,0.0,103098.0
96,0.2383033037185669,14.739999771118164,0.007944976910948753,-0.01330966129899025,0.00011390625149942935,0.6465016007423401,0.028268462046980858,0.014176882803440094,0.013778777793049812,0.002836768049746752,0.013256192207336426,0.011375585570931435,-0.05632563680410385,-0.0012297143694013357,-0.0013322895392775536,0.18317744135856628,0.3212546706199646,0.14626872539520264,0.4996564984321594,1.6054284572601318,0.0,6.375,0.0,102730.0
99,0.2870771288871765,17.420000076293945,0.008414827287197113,-0.01377080101519823,0.00017085937724914402,0.636284589767456,0.030449625104665756,0.015450183302164078,0.015169228427112103,0.003403843380510807,0.014070498757064342,0.012322567403316498,-0.059751756489276886,-0.0012451380025595427,-0.0014739356702193618,0.20114946365356445,0.3249455392360687,0.1524091362953186,0.5011388063430786,1.5693057775497437,0.0,7.9166669845581055,0.0,100958.0
101,0.3229650855064392,17.670000076293945,0.008892177604138851,-0.013873940333724022,0.0002562890585977584,0.6303560733795166,0.03202993422746658,0.016451876610517502,0.016404058784246445,0.0038000333588570356,0.014673933386802673,0.013117225840687752,-0.062149714678525925,-0.001280762255191803,-0.0014300188049674034,0.208696648478508,0.31553709506988525,0.15424120426177979,0.5004040002822876,1.5291690826416016,0.0,9.291666984558105,0.0,102100.0
104,0.3653497099876404,19.6299991607666,0.007786620873957872,-0.013452610932290554,0.00017085937724914402,0.6212722063064575,0.03399669751524925,0.01748095452785492,0.017550552263855934,0.004354151897132397,0.015372222289443016,0.014045278541743755,-0.06509226560592651,-0.0012557920999825,-0.0015206257812678814,0.2238733470439911,0.3196159303188324,0.16033850610256195,0.5044509172439575,1.5108613967895508,0.0,11.458333969116211,0.0,102127.0
106,0.4023904502391815,22.049999237060547,0.009571495465934277,-0.01321670226752758,0.00017085937724914402,0.6154958605766296,0.03603288531303406,0.01858772709965706,0.01886645518243313,0.00483438977971673,0.016090158373117447,0.014921414665877819,-0.06803618371486664,-0.0014291408006101847,-0.0015778793022036552,0.2373199462890625,0.3228355348110199,0.16345541179180145,0.5080857276916504,1.4937536716461182,0.0,12.458333969116211,0.0,103139.0
107,0.42254552245140076,23.049999237060547,0.008738115429878235,-0.012554600834846497,0.00017085937724914402,0.6125973463058472,0.03696627914905548,0.019092680886387825,0.01957184076309204,0.005094251595437527,0.016518674790859222,0.015336408279836178,-0.06934351474046707,-0.0013389044906944036,-0.001592871267348528,0.23994509875774384,0.32428741455078125,0.16509687900543213,0.509758472442627,1.490370750427246,0.0,11.291666984558105,0.0,101729.0
