0.016976,-0.101159,0.804594,-0.033028,0.020966,-0.750282,0.659959,-0.025715,0.087748,0.064700,0.225648,-0.154687,0.007903,-0.037721,-0.089884,-0.159001,0.155548,-0.003241,0.110193,0.072445,0.073326,0.046270,-0.418872,0.768970,-0.387152,0.266318,-0.211821,0.060162,0.305127,-0.299365,-0.948354,0.488362,0.419047,0.127789,0.093824,-0.125858
0.022002,-0.096461,0.803409,-0.029831,0.020173,-0.754250,0.655600,-0.043399,0.078071,0.075660,0.244880,-0.165571,0.016395,-0.052600,-0.104075,-0.174744,0.154327,-0.002611,0.114640,0.070967,0.069163,0.048413,-0.572695,0.767230,-0.496826,0.200215,-0.185698,0.061832,0.288652,-0.444162,-0.917649,0.606985,0.408780,0.104401,0.095024,-0.099948
0.027589,-0.091916,0.802269,-0.026576,0.020912,-0.756474,0.653148,-0.058722,0.068823,0.086000,0.247487,-0.158963,0.026797,-0.073328,-0.119124,-0.203900,0.159483,0.008100,0.117258,0.071591,0.069775,0.055278,-0.756487,0.746766,-0.599508,0.127337,-0.175713,0.066286,0.267632,-0.613889,-0.874926,0.745886,0.401319,0.073115,0.100625,-0.068368
0.033258,-0.087244,0.801070,-0.023523,0.021646,-0.758644,0.650720,-0.073859,0.059893,0.096535,0.249996,-0.152105,0.037222,-0.093583,-0.134133,-0.233461,0.165103,0.017941,0.119358,0.070677,0.071436,0.064406,-0.935439,0.715042,-0.694385,0.054599,-0.166953,0.069460,0.246561,-0.776518,-0.819474,0.873941,0.395826,0.042918,0.104233,-0.036336
0.038871,-0.082661,0.799999,-0.020448,0.022657,-0.760812,0.648255,-0.089313,0.051503,0.107337,0.252527,-0.145347,0.047610,-0.113518,-0.148901,-0.263620,0.170537,0.026983,0.121102,0.070007,0.073870,0.074663,-1.108569,0.673502,-0.780185,-0.019318,-0.158688,0.071536,0.225601,-0.927714,-0.755119,0.986958,0.389568,0.012888,0.106016,-0.004097
0.046854,-0.077749,0.799461,-0.019202,0.027900,-0.760843,0.648051,-0.113406,0.048639,0.108682,0.260748,-0.138981,0.055424,-0.161920,-0.137521,-0.249550,0.270724,-0.018020,0.084614,0.067786,0.088566,0.083806,-1.258877,0.617485,-0.842947,0.021053,-0.160224,0.078154,0.199565,-1.061370,-0.688058,1.060626,0.381328,-0.014735,0.107463,0.013800
0.054658,-0.072986,0.798867,-0.016932,0.033322,-0.760846,0.647855,-0.139624,0.044678,0.110158,0.269510,-0.132905,0.063062,-0.217360,-0.127110,-0.235215,0.381655,-0.068382,0.049148,0.067421,0.101915,0.091756,-1.403345,0.551728,-0.897454,0.064352,-0.160392,0.081420,0.172383,-1.185369,-0.617973,1.121027,0.371416,-0.042813,0.108153,0.031548
0.062378,-0.068489,0.798086,-0.014000,0.038380,-0.760793,0.647707,-0.166310,0.039310,0.111939,0.278528,-0.127143,0.070669,-0.275644,-0.117172,-0.221087,0.497672,-0.121446,0.014813,0.067656,0.113677,0.100000,-1.540816,0.479762,-0.942449,0.106668,-0.159310,0.084240,0.145004,-1.302581,-0.545175,1.169873,0.360560,-0.071062,0.107939,0.049344
0.069197,-0.064382,0.794882,-0.007988,0.042603,-0.760473,0.647921,-0.211895,0.029482,0.106207,0.319387,-0.131431,0.079489,-0.315009,-0.121779,-0.229709,0.555268,-0.175625,-0.003052,0.071736,0.114128,0.107269,-1.598358,0.420756,-0.963974,0.150683,-0.144271,0.086606,0.127904,-1.375782,-0.487083,1.172266,0.397992,-0.091937,0.116233,0.049238
0.075984,-0.060743,0.791943,-0.002112,0.047546,-0.760307,0.647818,-0.258115,0.020800,0.100936,0.360683,-0.137807,0.086638,-0.351503,-0.124307,-0.238954,0.606601,-0.227206,-0.020974,0.076431,0.115970,0.110800,-1.647681,0.360706,-0.980801,0.192606,-0.126933,0.088702,0.111249,-1.442459,-0.426990,1.169915,0.437112,-0.114209,0.122169,0.047655
0.082720,-0.057154,0.789174,0.003915,0.052412,-0.760175,0.647590,-0.305069,0.011343,0.096365,0.402543,-0.145756,0.092629,-0.387379,-0.127172,-0.248030,0.656646,-0.278264,-0.038820,0.081468,0.117465,0.114032,-1.692440,0.299842,-0.993574,0.233401,-0.108948,0.090737,0.095729,-1.505350,-0.366692,1.162557,0.475464,-0.136190,0.128088,0.044720
0.089539,-0.052731,0.785618,0.012734,0.053209,-0.759876,0.647762,-0.347095,0.028430,0.093013,0.445553,-0.164364,0.062257,-0.426357,-0.145982,-0.230879,0.684851,-0.289052,-0.026204,0.087761,0.109478,0.119019,-1.703588,0.260328,-0.984615,0.253472,-0.088949,0.091188,0.088672,-1.529075,-0.328898,1.149289,0.508785,-0.151416,0.134164,0.047438
